Country Name,Country Code,Indicator Name,Indicator Code,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Aruba,ABW,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,3.91489715124167,5.00152805064397,5.93667600527357,6.75927174645988,9.49538738257672,10.8244974883694,9.82523301677999,10.8413413290045,11.8959884930874,5.85682753416109,4.99210619976997,4.39818480925157,4.56740537730946,3.99301255607588,8.39226411408479,12.5869547646631,4.24549195907641,10.2460963358125,15.1239530078159,15.4956752115107,16.7305976208938,15.863355718011,17.1236751303567,17.359781081118,17.8122814334042,18.8513550991843
Africa Eastern and Southern,AFE,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,6.20903158269152,5.79195805379886,6.27226448374073,7.1434561789867,7.76053600068794,7.52351635599923,6.94072473633835,6.69036925582518,7.12237826130866,6.43658000932337,6.48036363467664,6.59754450169724,6.00127832443753,5.39390086773466,5.41894054751792,5.89488735411889,5.16231934793961,4.45255157929443,4.02607814207921,4.18351775271102,4.90095201837643,5.09044342920589,5.12575797544838,4.76433276720781,5.23333369115931,
Afghanistan,AFG,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,1.01833894909722,1.72112836697912,1.83667067700926,3.53808215690225,1.12575275556025,1.37250239634978,1.69766312411754,1.7843923018448,1.21460632498981,1.63389324656947,2.82937174604224,2.27925799913782,0.701718914339217
Africa Western and Central,AFW,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,10.448890955071,11.8916135896727,14.3055007306558,13.015388212239,6.14729140864186,6.1305252553981,6.19144602315821,6.25932119404963,8.24379027859383,,4.53388856194165,8.30224698471468,10.1708104231287,11.5053539571879,9.47211452842378,8.6861469998177,8.05724375615793,7.86353348539262,7.88131152711506,7.64297579278332,8.69073739191345,7.04654748458556,9.69278377795384,11.2540701456462,11.7317867636297,
Angola,AGO,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,3.21107747846873,2.46429516341749,2.40272796121805,2.03625812117008,2.48963819595907,2.54400607773507,1.19450943737112,0.734243795836534,0.556738775052417,0.808687735251078,0.891429156256578,2.41269816562604,1.79815707274069,1.03660512923927,0.645479784351919,0.776370722604321,0.735791047875332,0.628160033280797,0.639765830697099,0.943256700156265,1.02452634658014,3.20769786123003,4.30342893395539,2.94352197094216,3.215343435747,4.56235480401656
Albania,ALB,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,2.27218368811289,2.24941515206046,1.89556183359154,2.80805656957598,3.69900655252589,21.4767088795083,16.8641464484985,21.1216354493272,22.3749004761122,23.1268088369536,23.0834119188353,24.281157029946,24.9057976767104,24.4326591033007,28.0659043814401,25.1179546070202,24.9960686245511,23.4778135287766,26.077673872918,27.0707081546519,25.8566641402658,24.5892114234727,24.0589869528205,25.5314674703335,26.7405364956151,14.1943123522602
Andorra,AND,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,9.20230138613722,
Arab World,ARB,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,11.4593227335631,10.1453959691302,9.63204289081247,7.60474326825452,7.77042650437727,9.54747054482243,7.17039039912075,8.68230163985314,8.61316134512141,8.11409458986527,7.85904496952964,7.96337987416895,8.75684367881928,9.84308065158166,10.6057910174342,10.537878188425,9.86729995247181,10.6014226835473,
United Arab Emirates,ARE,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,"International tourism, expenditures (% of total imports)",ST.INT.XPND.MP.ZS,15.4137966808446,14.7258372485795,13.2572371267762,13.6142731168039,15.8890915730279,16.5110296556327,17.713390820939,20.5740026782193,16.0057592962379,11.5297638986128,10.2135270895557,9.80808614069035,9.48055476149587,8.77310158457467,11.6901654929959,9.37488699684106,8.59777278845781,10.1526534471861,9.32539540339701,9.68288399543666,12.2000260949546,16.2728419653326,15.8771787647257,15.0699719483025,14.78807039331,5.24618156983027
